Order Number,Customer Number,Region,Item Number,Item Description LOOKUP,Backlog Quantity,Backlog USD,Order Date,Salesperson Code,Intercompany
O45603,C08810,N. America,I511258,Rotimatic #1,2,$549.30,4/8/2023,S05,Not IC
O45603,C08810,N. America,I512608,Sous-vide cooker #3,2,$518.76,4/8/2023,S05,Not IC
O45603,C08810,N. America,I510328,Rocket mass heater #3,10,$92.42,4/8/2023,S05,Not IC
O45609,C08101,N. America,I810600,Chorkor oven #2,1,$904.73,2/9/2023,S05,Not IC
O45609,C08101,N. America,I810600,Chorkor oven #2,1,$537.21,2/9/2023,S05,Not IC
O45609,C08101,N. America,I810336,Chocolatera #1,2,$362.51,2/9/2023,S05,Not IC
O45609,C08101,N. America,I810001,Butane torch #1,1,$315.92,2/9/2023,S05,Not IC
O45609,C08101,N. America,I810600,Chorkor oven #2,1,$192.91,2/9/2023,S05,Not IC
O45609,C08101,N. America,I810600,Chorkor oven #2,1,$122.38,2/9/2023,S05,Not IC
O45613,C07868,N. America,I810336,Chocolatera #1,1,$976.48,5/9/2023,S21,Not IC
O45613,C07868,N. America,I800600,Beehive oven #2,1,$434.19,5/9/2023,S21,Not IC
O45613,C07868,N. America,I810330,Cheesemelter #3,1,$346.17,5/9/2023,S21,Not IC
O45613,C07868,N. America,I810005,Chapati maker #2,1,$301.60,5/9/2023,S21,Not IC
O45613,C07868,N. America,I810001,Butane torch #1,1,$267.96,5/9/2023,S21,Not IC
O45613,C07868,N. America,I810336,Chocolatera #1,2,$225.59,5/9/2023,S21,Not IC
O45613,C07868,N. America,I800600,Beehive oven #2,1,$177.22,5/9/2023,S21,Not IC
O45613,C07868,N. America,I810336,Chocolatera #1,1,$126.38,5/9/2023,S21,Not IC
O45619,C00465,APAC,I134500,Chorkor oven #1,1,$457.98,12/9/2022,S59,Intercompany
O45621,C01202,N. America,I512336,Self-cleaning oven #3,1,$535.99,1/9/2023,S04,Not IC
O45629,C00464,EMEA,I302336,Flattop grill #1,1,$269.20,11/9/2022,S30,Intercompany
O45629,C00464,EMEA,I302610,Griddle #3,6,$94.20,11/9/2022,S30,Intercompany
O45629,C00464,EMEA,I302610,Griddle #3,6,$94.20,11/9/2022,S30,Intercompany
O45635,C00463,N. America,I920617,Corn roaster #2,4,$549.43,1/9/2023,S06,Not IC
O45637,C06625,N. America,I302258,Fire pot #3,12,$859.27,3/9/2023,S09,Not IC
O45641,C07915,N. America,I920160,Convection microwave #3,12,$944.88,5/9/2023,S09,Not IC
O45641,C07915,N. America,I236617,Pancake machine #1,15,$944.35,5/9/2023,S09,Not IC
O45641,C07915,N. America,I303258,Hibachi #2,2,$757.40,5/9/2023,S09,Not IC
O45641,C07915,N. America,I922608,Earth oven #2,4,$418.15,5/9/2023,S09,Not IC
O45641,C07915,N. America,I930258,Electric cooker #3,13,$378.37,5/9/2023,S09,Not IC
O45641,C07915,N. America,I239258,Pressure cooker #1,2,$258.69,5/9/2023,S09,Not IC
O45641,C07915,N. America,I302610,Griddle #3,12,$227.37,5/9/2023,S09,Not IC
O45641,C07915,N. America,I942636,Food steamer #1,6,$195.97,5/9/2023,S09,Not IC
O45643,C00462,LATAM,I291617,Wet grinder #2,3,$260.60,12/9/2022,S09,Not IC
O45643,C00462,LATAM,I302610,Griddle #3,3,$84.00,12/9/2022,S09,Not IC
O45647,C07561,N. America,I133336,Beehive oven #1,1,$488.46,3/10/2023,S06,Not IC
O45647,C07561,N. America,I135000,Clome oven #2,1,$400.59,3/10/2023,S06,Not IC
O45647,C07561,N. America,I134330,Chapati maker #1,1,$73.02,3/10/2023,S06,Not IC
O45649,C00507,N. America,I302258,Fire pot #3,1,$77.61,5/10/2023,S21,Not IC
O45651,C06630,N. America,I290258,Thermal immersion circulator #3,3,$209.60,1/10/2023,S05,Not IC
O45651,C06630,N. America,I302258,Fire pot #3,15,$192.46,1/10/2023,S05,Not IC
O45651,C06630,N. America,I236617,Pancake machine #1,20,$138.28,1/10/2023,S05,Not IC
O45653,C00459,APAC,I293617,Combi steamer #2,10,$789.76,12/10/2022,S60,Not IC
O45653,C00459,APAC,I293000,Butane torch #2,1,$317.65,12/10/2022,S60,Not IC
O45653,C00459,APAC,I293330,Chocolatera #2,1,$287.50,12/10/2022,S60,Not IC
O45655,C02650,APAC,I292340,Beehive oven #3,2,$836.71,5/10/2023,S59,Intercompany
O45655,C02650,APAC,I302610,Griddle #3,12,$657.55,5/10/2023,S59,Intercompany
O45655,C02650,APAC,I201258,Fire pot #1,2,$620.44,5/10/2023,S59,Intercompany
O45655,C02650,APAC,I136258,Communal oven #1,9,$259.45,5/10/2023,S59,Intercompany
O45655,C02650,APAC,I302258,Fire pot #3,9,$243.09,5/10/2023,S59,Intercompany
O45655,C02650,APAC,I136258,Communal oven #1,2,$97.11,5/10/2023,S59,Intercompany
O45655,C02650,APAC,I202317,Halogen oven #2,12,$88.10,5/10/2023,S59,Intercompany
O45657,C02650,APAC,I920160,Convection microwave #3,15,$483.23,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I292340,Beehive oven #3,1,$434.91,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I511258,Rotimatic #1,2,$392.27,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I260258,Sous-vide cooker #1,13,$382.88,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I291608,Waffle iron #1,2,$288.59,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I302610,Griddle #3,16,$237.77,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I302610,Griddle #3,10,$152.57,2/10/2023,S59,Intercompany
O45657,C02650,APAC,I240610,Roasting jack #3,14,$139.30,2/10/2023,S59,Intercompany
O45659,C02650,APAC,I920617,Corn roaster #2,2,$203.95,2/10/2023,S59,Intercompany
O45663,C03254,LATAM,I133336,Beehive oven #1,1,$437.57,5/10/2023,S69,Not IC
O45663,C03254,LATAM,I133336,Beehive oven #1,1,$388.68,5/10/2023,S69,Not IC
O45665,C03254,LATAM,I135000,Clome oven #2,2,$580.23,1/10/2023,S69,Not IC
O45665,C03254,LATAM,I135001,Combi steamer #3,1,$301.60,1/10/2023,S69,Not IC
O45667,C02650,APAC,I302610,Griddle #3,15,$430.40,3/10/2023,S59,Intercompany
O45667,C02650,APAC,I239330,Reflector oven #3,1,$152.39,3/10/2023,S59,Intercompany
O45667,C02650,APAC,I920617,Corn roaster #2,1,$106.01,3/10/2023,S59,Intercompany
O45671,C02650,APAC,I292340,Beehive oven #3,2,$836.71,2/10/2023,S59,Intercompany
O45673,C04625,LATAM,I350610,Pressure cooker #3,10,$629.76,2/10/2023,S70,Not IC
O45673,C04625,LATAM,I248610,Slow cooker #2,8,$604.18,2/10/2023,S70,Not IC
O45675,C00456,EMEA,I134500,Chorkor oven #1,1,$488.80,5/10/2023,S17,Not IC
O45675,C00456,EMEA,I133258,Barbecue grill #3,3,$79.76,5/10/2023,S17,Not IC
O45677,C03790,EMEA,I291608,Waffle iron #1,1,$165.34,3/10/2023,S77,Intercompany
O45681,C00454,EMEA,I510098,Rice polisher #1,1,$469.60,5/10/2023,S32,Intercompany
O45681,C00454,EMEA,I510098,Rice polisher #1,1,$293.24,5/10/2023,S32,Intercompany
O45681,C00454,EMEA,I510258,Roasting jack #2,1,$80.51,5/10/2023,S32,Intercompany
O45683,C06326,EMEA,I510328,Rocket mass heater #3,13,$335.97,5/10/2023,S25,Not IC
O45683,C06326,EMEA,I920617,Corn roaster #2,1,$118.12,5/10/2023,S25,Not IC
O45683,C06326,EMEA,I920160,Convection microwave #3,3,$117.84,5/10/2023,S25,Not IC
O45685,C00453,EMEA,I302336,Flattop grill #1,9,$784.67,2/10/2023,S30,Intercompany
O45685,C00453,EMEA,I134336,Cheesemelter #2,1,$238.06,2/10/2023,S30,Intercompany
O45687,C04945,LATAM,I350258,Mess kit #2,3,$253.95,4/10/2023,S67,Not IC
O45687,C04945,LATAM,I302258,Fire pot #3,3,$112.86,4/10/2023,S67,Not IC
O45687,C04945,LATAM,I350610,Pressure cooker #3,3,$105.05,4/10/2023,S67,Not IC
O45695,C06104,EMEA,I291617,Wet grinder #2,2,$141.42,2/10/2022,S52,Not IC
O45709,C07523,EMEA,I950617,Hot plate #3,2,$317.96,4/10/2023,S36,Not IC
O45709,C07523,EMEA,I950617,Hot plate #3,1,$165.27,4/10/2023,S36,Not IC
