no,description,standardCost,qtyonPurchOrder,qtyonSalesOrder,replenishmentSystem,itemCategoryCode,Qty_onServiceOrder,c011_Consumable,qtyonProdOrder,qtyonComponentLines
A8925,Class A #8925,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A8951,Class A #8951,0,0,2,Prod. Order,XXX,0,FALSE,0,0
A9016,Class A #9016,0,0,0,Prod. Order,XXX,0,TRUE,0,0
A9021,Class A #9021,0,0,0,Prod. Order,XXX,0,TRUE,0,0
A9025,Class A #9025,0,0,0,Prod. Order,XXX,0,TRUE,0,0
A9028,Class A #9028,0,0,0,Prod. Order,XXX,0,TRUE,0,0
A9116,Class A #9116,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9121,Class A #9121,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9125,Class A #9125,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9128,Class A #9128,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9134,Class A #9134,0,0,2,Prod. Order,XXX,0,FALSE,0,0
A9221,Class A #9221,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9225,Class A #9225,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9325,Class A #9325,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9425,Class A #9425,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9428,Class A #9428,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9525,Class A #9525,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9625,Class A #9625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9725,Class A #9725,0,0,8,Prod. Order,XXX,0,FALSE,0,0
A9751,Class A #9751,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9825,Class A #9825,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9925,Class A #9925,0,0,0,Prod. Order,XXX,0,FALSE,0,0
A9928,Class A #9928,0,0,1,Prod. Order,XXX,0,FALSE,0,0
AINTR,Class A #111,0,0,4,Prod. Order,XXX,0,FALSE,0,0
B0000,Class B #0,0,0,79,Prod. Order,XXX,0,TRUE,0,0
B0009,Class B #9,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0025,Class B #25,0,0,2,Prod. Order,XXX,0,TRUE,0,0
B0027,Class B #27,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0031,Class B #31,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0032,Class B #32,0,0,1,Prod. Order,XXX,0,TRUE,0,0
B0033,Class B #33,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0034,Class B #34,0,0,3,Prod. Order,XXX,0,TRUE,0,0
B0046,Class B #46,0,0,-2,Prod. Order,XXX,0,TRUE,0,0
B0050,Class B #50,0,0,15,Prod. Order,XXX,0,TRUE,0,0
B0060,Class B #60,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0062,Class B #62,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0090,Class B #90,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B0100,Class B #100,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0109,Class B #109,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0117,Class B #117,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B0125,Class B #125,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
B0132,Class B #132,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0133,Class B #133,0,0,3,Prod. Order,XXX,0,FALSE,0,0
B0134,Class B #134,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0150,Class B #150,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0160,Class B #160,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B0162,Class B #162,0,0,11,Prod. Order,XXX,0,FALSE,0,0
B0200,Class B #200,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0209,Class B #209,0,0,14,Prod. Order,XXX,0,FALSE,0,0
B0217,Class B #217,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0225,Class B #225,0,0,79,Prod. Order,XXX,0,FALSE,0,0
B0226,Class B #226,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0232,Class B #232,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0233,Class B #233,0,0,3,Prod. Order,XXX,0,FALSE,0,0
B0234,Class B #234,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0250,Class B #250,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0260,Class B #260,0,0,2,Prod. Order,XXX,0,FALSE,0,0
B0261,Class B #261,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0300,Class B #300,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0317,Class B #317,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0325,Class B #325,0,0,15,Prod. Order,XXX,0,FALSE,0,0
B0333,Class B #333,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0334,Class B #334,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0342,Class B #342,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0353,Class B #353,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0360,Class B #360,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0362,Class B #362,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0363,Class B #363,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B0400,Class B #400,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B0417,Class B #417,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0420,Class B #420,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0425,Class B #425,0,0,9,Prod. Order,XXX,0,FALSE,0,0
B0426,Class B #426,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0433,Class B #433,0,0,5,Prod. Order,XXX,0,FALSE,0,0
B0434,Class B #434,0,0,15,Prod. Order,XXX,0,FALSE,0,0
B0460,Class B #460,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0500,Class B #500,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0517,Class B #517,0,0,2,Prod. Order,XXX,0,FALSE,0,0
B0525,Class B #525,0,0,34,Prod. Order,XXX,0,FALSE,0,0
B0533,Class B #533,0,0,8,Prod. Order,XXX,0,FALSE,0,0
B0534,Class B #534,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0558,Class B #558,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0560,Class B #560,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0625,Class B #625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0633,Class B #633,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0717,Class B #717,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0720,Class B #720,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0725,Class B #725,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0733,Class B #733,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0734,Class B #734,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0834,Class B #834,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0917,Class B #917,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0925,Class B #925,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B0933,Class B #933,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B0934,Class B #934,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1000,Class B #1000,0,0,15,Prod. Order,XXX,0,TRUE,0,0
B1009,Class B #1009,0,0,6,Prod. Order,XXX,0,TRUE,0,0
B1025,Class B #1025,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B1125,Class B #1125,0,0,3,Prod. Order,XXX,0,FALSE,0,0
B1133,Class B #1133,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1225,Class B #1225,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1233,Class B #1233,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B1325,Class B #1325,0,0,2,Prod. Order,XXX,0,FALSE,0,0
B1333,Class B #1333,0,0,9,Prod. Order,XXX,0,FALSE,0,0
B1334,Class B #1334,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
B1417,Class B #1417,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1433,Class B #1433,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1525,Class B #1525,0,0,6,Prod. Order,XXX,0,FALSE,0,0
B1533,Class B #1533,0,0,2,Prod. Order,XXX,0,FALSE,0,0
B1560,Class B #1560,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B1633,Class B #1633,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1660,Class B #1660,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
B1733,Class B #1733,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B1760,Class B #1760,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
B1833,Class B #1833,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B1960,Class B #1960,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B2217,Class B #2217,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B2225,Class B #2225,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B2300,Class B #2300,0,0,4,Prod. Order,XXX,0,FALSE,0,0
B2325,Class B #2325,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B2400,Class B #2400,0,0,8,Prod. Order,XXX,0,FALSE,0,0
B2417,Class B #2417,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B2525,Class B #2525,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
B2625,Class B #2625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B3000,Class B #3000,0,0,14,Prod. Order,XXX,0,TRUE,0,0
B3033,Class B #3033,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B3500,Class B #3500,0,0,3,Prod. Order,XXX,0,FALSE,0,0
B3533,Class B #3533,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B3625,Class B #3625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B4000,Class B #4000,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B4009,Class B #4009,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B4050,Class B #4050,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B4225,Class B #4225,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B4433,Class B #4433,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B4525,Class B #4525,0,0,13,Prod. Order,XXX,0,FALSE,0,0
B4717,Class B #4717,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B4817,Class B #4817,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5000,Class B #5000,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B5025,Class B #5025,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B5033,Class B #5033,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B5034,Class B #5034,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B5050,Class B #5050,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B5100,Class B #5100,0,0,2,Prod. Order,XXX,0,FALSE,0,0
B5150,Class B #5150,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5160,Class B #5160,0,0,2,Prod. Order,XXX,0,FALSE,0,0
B5220,Class B #5220,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5225,Class B #5225,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5420,Class B #5420,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5520,Class B #5520,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5525,Class B #5525,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5625,Class B #5625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B5925,Class B #5925,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B6025,Class B #6025,0,0,0,Prod. Order,XXX,0,TRUE,0,0
B6125,Class B #6125,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B6225,Class B #6225,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B6317,Class B #6317,0,0,1,Prod. Order,XXX,0,FALSE,0,0
B6325,Class B #6325,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B7425,Class B #7425,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B8025,Class B #8025,0,0,2,Prod. Order,XXX,0,TRUE,0,0
B8125,Class B #8125,0,0,-2,Prod. Order,XXX,0,FALSE,0,0
B8425,Class B #8425,0,0,0,Prod. Order,XXX,0,FALSE,0,0
B9033,Class B #9033,0,0,3,Prod. Order,XXX,0,TRUE,0,0
B9133,Class B #9133,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0000,Class C #0,0,0,45,Prod. Order,XXX,0,TRUE,0,0
C0009,Class C #9,0,0,2,Prod. Order,XXX,0,TRUE,0,0
C0017,Class C #17,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0022,Class C #22,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0025,Class C #25,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0027,Class C #27,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0029,Class C #29,0,0,8,Prod. Order,XXX,0,TRUE,0,0
C0031,Class C #31,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0032,Class C #32,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C0033,Class C #33,0,0,3,Prod. Order,XXX,0,TRUE,0,0
C0034,Class C #34,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0040,Class C #40,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0042,Class C #42,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0046,Class C #46,0,0,10,Prod. Order,XXX,0,TRUE,0,0
C0047,Class C #47,0,0,7,Prod. Order,XXX,0,TRUE,0,0
C0050,Class C #50,0,0,5,Prod. Order,XXX,0,TRUE,0,0
C0053,Class C #53,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0057,Class C #57,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C0060,Class C #60,0,0,7,Prod. Order,XXX,0,TRUE,0,0
C0062,Class C #62,0,0,2,Prod. Order,XXX,0,TRUE,0,0
C0063,Class C #63,0,0,4,Prod. Order,XXX,0,TRUE,0,0
C0065,Class C #65,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C0100,Class C #100,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0102,Class C #102,0,0,-2,Prod. Order,XXX,0,FALSE,0,0
C0109,Class C #109,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0114,Class C #114,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0116,Class C #116,0,0,118,Prod. Order,XXX,0,FALSE,0,0
C0117,Class C #117,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
C0124,Class C #124,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0125,Class C #125,0,0,10,Prod. Order,XXX,0,FALSE,0,0
C0126,Class C #126,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0127,Class C #127,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0129,Class C #129,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0131,Class C #131,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0132,Class C #132,0,0,26,Prod. Order,XXX,0,FALSE,0,0
C0133,Class C #133,0,0,5,Prod. Order,XXX,0,FALSE,0,0
C0134,Class C #134,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0153,Class C #153,0,0,5,Prod. Order,XXX,0,FALSE,0,0
C0154,Class C #154,0,0,-2,Prod. Order,XXX,0,FALSE,0,0
C0155,Class C #155,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0160,Class C #160,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0161,Class C #161,0,0,340,Prod. Order,XXX,0,FALSE,0,0
C0162,Class C #162,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
C0163,Class C #163,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0200,Class C #200,0,0,11,Prod. Order,XXX,0,FALSE,0,0
C0209,Class C #209,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0217,Class C #217,0,0,14,Prod. Order,XXX,0,FALSE,0,0
C0222,Class C #222,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0225,Class C #225,0,0,-3,Prod. Order,XXX,0,FALSE,0,0
C0231,Class C #231,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0232,Class C #232,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0233,Class C #233,0,0,6,Prod. Order,XXX,0,FALSE,0,0
C0234,Class C #234,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0254,Class C #254,0,0,4,Prod. Order,XXX,0,FALSE,0,0
C0260,Class C #260,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0261,Class C #261,0,0,194,Prod. Order,XXX,0,FALSE,0,0
C0262,Class C #262,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0263,Class C #263,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0300,Class C #300,0,0,13,Prod. Order,XXX,0,FALSE,0,0
C0309,Class C #309,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0317,Class C #317,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0325,Class C #325,0,0,7,Prod. Order,XXX,0,FALSE,0,0
C0332,Class C #332,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0333,Class C #333,0,0,12,Prod. Order,XXX,0,FALSE,0,0
C0334,Class C #334,0,0,3,Prod. Order,XXX,0,FALSE,0,0
C0350,Class C #350,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0354,Class C #354,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0355,Class C #355,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0358,Class C #358,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0360,Class C #360,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0361,Class C #361,0,0,319,Prod. Order,XXX,0,FALSE,0,0
C0362,Class C #362,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0363,Class C #363,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0400,Class C #400,0,0,9,Prod. Order,XXX,0,FALSE,0,0
C0417,Class C #417,0,0,3,Prod. Order,XXX,0,FALSE,0,0
C0425,Class C #425,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0426,Class C #426,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0428,Class C #428,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0432,Class C #432,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0433,Class C #433,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0450,Class C #450,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0453,Class C #453,0,0,4,Prod. Order,XXX,0,FALSE,0,0
C0460,Class C #460,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0461,Class C #461,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0517,Class C #517,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0525,Class C #525,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C0531,Class C #531,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
C0532,Class C #532,0,0,3,Prod. Order,XXX,0,FALSE,0,0
C0533,Class C #533,0,0,8,Prod. Order,XXX,0,FALSE,0,0
C0534,Class C #534,0,0,10,Prod. Order,XXX,0,FALSE,0,0
C0560,Class C #560,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0561,Class C #561,0,0,25,Prod. Order,XXX,0,FALSE,0,0
C0562,Class C #562,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0600,Class C #600,0,0,5,Prod. Order,XXX,0,FALSE,0,0
C0617,Class C #617,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0625,Class C #625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0631,Class C #631,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0633,Class C #633,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0634,Class C #634,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
C0661,Class C #661,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0662,Class C #662,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0663,Class C #663,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0717,Class C #717,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0725,Class C #725,0,0,-14,Prod. Order,XXX,0,FALSE,0,0
C0731,Class C #731,0,0,13,Prod. Order,XXX,0,FALSE,0,0
C0732,Class C #732,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0733,Class C #733,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0734,Class C #734,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0760,Class C #760,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0761,Class C #761,0,0,34,Prod. Order,XXX,0,FALSE,0,0
C0809,Class C #809,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0817,Class C #817,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0825,Class C #825,0,0,39,Prod. Order,XXX,0,FALSE,0,0
C0831,Class C #831,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0833,Class C #833,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0834,Class C #834,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0860,Class C #860,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0861,Class C #861,0,0,-2,Prod. Order,XXX,0,FALSE,0,0
C0914,Class C #914,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C0917,Class C #917,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0933,Class C #933,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0934,Class C #934,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0960,Class C #960,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C0961,Class C #961,0,0,-5,Prod. Order,XXX,0,FALSE,0,0
C0963,Class C #963,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1000,Class C #1000,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C1009,Class C #1009,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C1014,Class C #1014,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C1017,Class C #1017,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C1025,Class C #1025,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C1031,Class C #1031,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C1033,Class C #1033,0,0,2,Prod. Order,XXX,0,TRUE,0,0
C1060,Class C #1060,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C1061,Class C #1061,0,0,13,Prod. Order,XXX,0,TRUE,0,0
C1117,Class C #1117,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1125,Class C #1125,0,0,9,Prod. Order,XXX,0,FALSE,0,0
C1129,Class C #1129,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1133,Class C #1133,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1134,Class C #1134,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1161,Class C #1161,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1162,Class C #1162,0,0,10,Prod. Order,XXX,0,FALSE,0,0
C1217,Class C #1217,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1225,Class C #1225,0,0,5,Prod. Order,XXX,0,FALSE,0,0
C1226,Class C #1226,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1233,Class C #1233,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1234,Class C #1234,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1260,Class C #1260,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1261,Class C #1261,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
C1263,Class C #1263,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1300,Class C #1300,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C1317,Class C #1317,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1325,Class C #1325,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1333,Class C #1333,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1334,Class C #1334,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C1360,Class C #1360,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1361,Class C #1361,0,0,8,Prod. Order,XXX,0,FALSE,0,0
C1417,Class C #1417,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1425,Class C #1425,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1433,Class C #1433,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C1434,Class C #1434,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1460,Class C #1460,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1461,Class C #1461,0,0,4,Prod. Order,XXX,0,FALSE,0,0
C1517,Class C #1517,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1525,Class C #1525,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1533,Class C #1533,0,0,10,Prod. Order,XXX,0,FALSE,0,0
C1534,Class C #1534,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1560,Class C #1560,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1561,Class C #1561,0,0,3,Prod. Order,XXX,0,FALSE,0,0
C1614,Class C #1614,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1617,Class C #1617,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1625,Class C #1625,0,0,-15,Prod. Order,XXX,0,FALSE,0,0
C1633,Class C #1633,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1634,Class C #1634,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1660,Class C #1660,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1661,Class C #1661,0,0,-4,Prod. Order,XXX,0,FALSE,0,0
C1663,Class C #1663,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1714,Class C #1714,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1717,Class C #1717,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1725,Class C #1725,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C1733,Class C #1733,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1750,Class C #1750,0,0,4,Prod. Order,XXX,0,FALSE,0,0
C1760,Class C #1760,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1814,Class C #1814,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1817,Class C #1817,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1825,Class C #1825,0,0,2,Prod. Order,XXX,0,FALSE,0,0
C1833,Class C #1833,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1850,Class C #1850,0,0,1,Prod. Order,XXX,0,FALSE,0,0
C1917,Class C #1917,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1925,Class C #1925,0,0,0,Prod. Order,XXX,0,FALSE,0,0
C1933,Class C #1933,0,0,8,Prod. Order,XXX,0,FALSE,0,0
C2014,Class C #2014,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C2017,Class C #2017,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C2025,Class C #2025,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C2031,Class C #2031,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C2032,Class C #2032,0,0,0,Prod. Order,XXX,0,TRUE,0,0
C2033,Class C #2033,0,0,13,Prod. Order,XXX,0,TRUE,0,0
C2060,Class C #2060,0,0,1,Prod. Order,XXX,0,TRUE,0,0
C2061,Class C #2061,0,0,0,Prod. Order,XXX,0,TRUE,0,0
